gene	chr	3utr_start	3utr_end	length	source
YJR096W	chrX	612044	612124	81	Nagalakshmi_2008
YJR099W	chrX	616287	616365	79	Nagalakshmi_2008
YJR100C	chrX	616269	616351	83	Nagalakshmi_2008
YJR104C	chrX	622474	622550	77	Miura_2006
YJR105W	chrX	624604	624648	45	Nagalakshmi_2008
YJR109C	chrX	629507	629585	79	Nagalakshmi_2008
YJR112W-A	chrX	638169	638276	108	Nagalakshmi_2008
YJR117W	chrX	643369	643467	99	Nagalakshmi_2008
YJR118C	chrX	643371	643490	120	Nagalakshmi_2008
YJR123W	chrX	652579	652768	190	Miura_2006
YJR124C	chrX	652710	652892	183	Yassour_2009
YJR125C	chrX	654674	654737	64	Nagalakshmi_2008
YJR131W	chrX	669294	669348	55	Nagalakshmi_2008
YJR133W	chrX	673621	673726	106	Nagalakshmi_2008
YJR135W-A	chrX	677235	677545	311	Miura_2006
YJR144W	chrX	701692	701763	72	Nagalakshmi_2008
YJR145C	chrX	701959	702027	69	Xu_2009
YJR148W	chrX	706875	706928	54	Nagalakshmi_2008
YKL001C	chrXI	438665	438777	113	Nagalakshmi_2008
YKL002W	chrXI	438545	438780	236	Xu_2009
YKL003C	chrXI	436965	437097	133	Xu_2009
YKL004W	chrXI	436786	436926	141	Nagalakshmi_2008
YKL006C-A	chrXI	430130	430198	69	Nagalakshmi_2008
YKL006W	chrXI	432721	432834	114	Miura_2006
YKL007W	chrXI	430109	430246	138	Nagalakshmi_2008
YKL009W	chrXI	426953	427068	116	Xu_2009
YKL011C	chrXI	420065	420155	91	Xu_2009
YKL013C	chrXI	417265	417508	244	Nagalakshmi_2008
YKL015W	chrXI	411484	411585	102	Nagalakshmi_2008
YKL016C	chrXI	407334	407465	132	Miura_2006
YKL018C-A	chrXI	403432	403580	149	Nagalakshmi_2008
YKL025C	chrXI	390181	390240	60	Xu_2009
YKL026C	chrXI	389200	389380	181	Nagalakshmi_2008
YKL028W	chrXI	387207	387513	307	Nagalakshmi_2008
YKL029C	chrXI	382603	382716	114	Nagalakshmi_2008
YKL033W-A	chrXI	375216	375285	70	Nagalakshmi_2008
YKL034W	chrXI	374106	374218	113	Nagalakshmi_2008
YKL035W	chrXI	371391	371558	168	Nagalakshmi_2008
YKL039W	chrXI	364194	364446	253	Nagalakshmi_2008
YKL040C	chrXI	360834	361058	225	Zhang_2005
YKL041W	chrXI	360818	361066	249	Xu_2009
YKL043W	chrXI	357849	358005	157	Nagalakshmi_2008
YKL045W	chrXI	355080	355218	139	Xu_2009
YKL047W	chrXI	351014	351093	80	Yassour_2009
YKL048C	chrXI	347034	347214	181	Nagalakshmi_2008
YKL051W	chrXI	342374	342747	374	Nagalakshmi_2008
YKL052C	chrXI	339595	339668	74	Xu_2009
YKL053C-A	chrXI	339066	339182	117	Miura_2006
YKL056C	chrXI	334148	334412	265	Miura_2006
YKL058W	chrXI	330535	330893	359	Nagalakshmi_2008
YKL059C	chrXI	327941	328118	178	Nagalakshmi_2008
YKL060C	chrXI	326270	326408	139	Miura_2006
YKL061W	chrXI	326113	326377	265	Nagalakshmi_2008
YKL063C	chrXI	320845	321015	171	Zhang_2005
YKL065C	chrXI	316294	316437	144	Miura_2006
YKL067W	chrXI	315274	315467	194	Miura_2006
YKL068W	chrXI	313079	313196	118	Nagalakshmi_2008
YKL068W-A	chrXI	309443	309776	334	Miura_2006
YKL069W	chrXI	307828	307864	37	Nagalakshmi_2008
YKL073W	chrXI	299076	299168	93	Nagalakshmi_2008
YKL074C	chrXI	294528	294610	83	Yassour_2009
YKL077W	chrXI	292632	292892	261	Nagalakshmi_2008
YKL078W	chrXI	291053	291148	96	Nagalakshmi_2008
YKL080W	chrXI	286209	286298	90	Xu_2009
YKL081W	chrXI	284456	284713	258	Yassour_2009
YKL082C	chrXI	280886	281025	140	Zhang_2005
YKL085W	chrXI	280128	280515	388	Nagalakshmi_2008
YKL086W	chrXI	278665	278755	91	Miura_2006
YKL087C	chrXI	277002	277189	188	Xu_2009
YKL088W	chrXI	276999	277208	210	Xu_2009
YKL089W	chrXI	275044	275264	221	Xu_2009
YKL090W	chrXI	273210	273379	170	Yassour_2009
YKL094W	chrXI	264291	264379	89	Miura_2006
YKL096W	chrXI	261852	261960	109	Yassour_2009
YKL096W-A	chrXI	259532	259723	192	Miura_2006
YKL098W	chrXI	257844	257927	84	Nagalakshmi_2008
YKL099C	chrXI	255635	255720	86	Xu_2009
YKL103C	chrXI	245898	246138	241	Yassour_2009
YKL108W	chrXI	235788	235916	129	Nagalakshmi_2008
YKL109W	chrXI	233892	234251	360	Xu_2009
YKL110C	chrXI	228824	228939	116	Zhang_2005
YKL113C	chrXI	224620	224727	108	Xu_2009
YKL117W	chrXI	220975	221193	219	Xu_2009
YKL120W	chrXI	218319	218513	195	Nagalakshmi_2008
YKL122C	chrXI	212414	212495	82	Zhang_2005
YKL125W	chrXI	210131	210289	159	Xu_2009
YKL127W	chrXI	205254	205407	154	Xu_2009
YKL130C	chrXI	195134	195288	155	Nagalakshmi_2008
YKL132C	chrXI	193431	193574	144	Xu_2009
YKL133C	chrXI	191633	191679	47	Miura_2006
YKL137W	chrXI	186293	186463	171	Miura_2006
YKL138C	chrXI	185164	185286	123	Nagalakshmi_2008
YKL138C-A	chrXI	184495	184803	309	Nagalakshmi_2008
YKL139W	chrXI	184545	184575	31	Xu_2009
YKL141W	chrXI	180264	180393	130	Xu_2009
YKL142W	chrXI	179175	179314	140	Nagalakshmi_2008
YKL143W	chrXI	178173	178316	144	Xu_2009
YKL144C	chrXI	175717	175843	127	Nagalakshmi_2008
YKL146W	chrXI	173862	173953	92	Xu_2009
YKL148C	chrXI	169020	169207	188	Miura_2006
YKL152C	chrXI	163478	163642	165	Zhang_2005
YKL156W	chrXI	159213	159449	237	Miura_2006
YKL157W	chrXI	158233	158376	144	Nagalakshmi_2008
YKL159C	chrXI	153719	153816	98	Zhang_2005
YKL160W	chrXI	153707	153801	95	Miura_2006
YKL164C	chrXI	141532	141794	263	Nagalakshmi_2008
YKL167C	chrXI	133524	133721	198	Miura_2006
YKL170W	chrXI	131051	131224	174	Xu_2009
YKL173W	chrXI	125544	125646	103	Xu_2009
YKL175W	chrXI	120305	120381	77	Nagalakshmi_2008
YKL180W	chrXI	110130	110261	132	Xu_2009
YKL181W	chrXI	108600	108727	128	Yassour_2009
YKL185W	chrXI	96266	96384	119	Yassour_2009
YKL189W	chrXI	85904	86038	135	Nagalakshmi_2008
YKL190W	chrXI	83551	83723	173	Nagalakshmi_2008
YKL192C	chrXI	80024	80160	137	Miura_2006
YKL194C	chrXI	77050	77258	209	Miura_2006
YKL195W	chrXI	77033	77194	162	Xu_2009
YKL196C	chrXI	74755	74932	178	Miura_2006
YKL204W	chrXI	55603	55753	151	Nagalakshmi_2008
YKL206C	chrXI	48918	49006	89	Miura_2006
YKL207W	chrXI	48956	49051	96	Xu_2009
YKL208W	chrXI	47973	48050	78	Nagalakshmi_2008
YKL213C	chrXI	31886	31960	75	Zhang_2005
YKL214C	chrXI	31043	31082	40	Nagalakshmi_2008
YKL216W	chrXI	26160	26454	295	Xu_2009
YKL217W	chrXI	24085	24218	134	Miura_2006
YKL218C	chrXI	17160	17359	200	Nagalakshmi_2008
YKR001C	chrXI	440379	440608	230	Xu_2009
YKR002W	chrXI	444939	444993	55	Nagalakshmi_2008
YKR003W	chrXI	446728	446799	72	Xu_2009
YKR006C	chrXI	450357	450423	67	Zhang_2005
YKR007W	chrXI	451989	452072	84	Nagalakshmi_2008
YKR008W	chrXI	454079	454163	85	Nagalakshmi_2008
YKR010C	chrXI	458798	458924	127	Nagalakshmi_2008
YKR014C	chrXI	465273	465367	95	Miura_2006
YKR016W	chrXI	471340	471570	231	Nagalakshmi_2008
YKR018C	chrXI	473620	473723	104	Yassour_2009
YKR019C	chrXI	476110	476216	107	Zhang_2005
YKR023W	chrXI	485012	485072	61	Yassour_2009
YKR025W	chrXI	488619	488725	107	Nagalakshmi_2008
YKR027W	chrXI	493662	493748	87	Xu_2009
YKR030W	chrXI	501104	501219	116	Nagalakshmi_2008
YKR035W-A	chrXI	508554	508676	123	Nagalakshmi_2008
YKR038C	chrXI	511891	511999	109	Xu_2009
YKR039W	chrXI	516872	516997	126	Xu_2009
YKR042W	chrXI	520625	520858	234	Nagalakshmi_2008
YKR043C	chrXI	520765	520897	133	Nagalakshmi_2008
YKR044W	chrXI	523347	523409	63	Nagalakshmi_2008
YKR048C	chrXI	525256	525387	132	Zhang_2005
YKR049C	chrXI	526759	526830	72	Miura_2006
YKR051W	chrXI	532203	532272	70	Xu_2009
YKR052C	chrXI	532194	532550	357	Zhang_2005
YKR057W	chrXI	552243	552504	262	Xu_2009
YKR059W	chrXI	556175	556285	111	Nagalakshmi_2008
YKR060W	chrXI	557343	557407	65	Xu_2009
YKR063C	chrXI	560703	560789	87	Xu_2009
YKR065C	chrXI	565205	565299	95	Miura_2006
YKR066C	chrXI	566007	566113	107	Miura_2006
YKR067W	chrXI	570150	570304	155	Nagalakshmi_2008
YKR068C	chrXI	570184	570328	145	Miura_2006
YKR069W	chrXI	573394	573420	27	Nagalakshmi_2008
YKR071C	chrXI	574690	574934	245	Zhang_2005
YKR074W	chrXI	579677	579849	173	Xu_2009
YKR076W	chrXI	583396	583435	40	Nagalakshmi_2008
YKR080W	chrXI	591358	591507	150	Nagalakshmi_2008
YKR081C	chrXI	591422	591506	85	Yassour_2009
YKR084C	chrXI	596954	597055	102	Xu_2009
YKR085C	chrXI	599015	599094	80	Zhang_2005
YKR087C	chrXI	603137	603195	59	Nagalakshmi_2008
YKR090W	chrXI	611067	611257	191	Nagalakshmi_2008
YKR094C	chrXI	617814	617996	183	Miura_2006
YKR095W-A	chrXI	626206	626326	121	Miura_2006
YKR097W	chrXI	632802	633023	222	Xu_2009
YKR101W	chrXI	642505	642736	232	Xu_2009
YLL001W	chrXII	150164	150330	167	Xu_2009
YLL002W	chrXII	147602	147665	64	Nagalakshmi_2008
YLL004W	chrXII	142924	143017	94	Nagalakshmi_2008
YLL006W	chrXII	137867	137901	35	Nagalakshmi_2008
YLL007C	chrXII	134118	134302	185	Xu_2009
YLL008W	chrXII	133988	134098	111	Nagalakshmi_2008
YLL009C	chrXII	131038	131205	168	Miura_2006
YLL011W	chrXII	128993	129109	117	Yassour_2009
YLL012W	chrXII	127256	127319	64	Yassour_2009
YLL014W	chrXII	121649	121814	166	Miura_2006
YLL018C	chrXII	109741	109902	162	Miura_2006
YLL023C	chrXII	97941	97997	57	Xu_2009
YLL024C	chrXII	95445	95566	122	Miura_2006
YLL026W	chrXII	91350	91439	90	Miura_2006
YLL027W	chrXII	88156	88269	114	Nagalakshmi_2008
YLL029W	chrXII	83711	83807	97	Nagalakshmi_2008
YLL041C	chrXII	52815	53131	317	Miura_2006
YLL045C	chrXII	47805	47859	55	Miura_2006
YLL050C	chrXII	39671	39804	134	Miura_2006
YLL051C	chrXII	37146	37333	188	Nagalakshmi_2008
YLL058W	chrXII	25297	25383	87	Xu_2009
YLL062C	chrXII	16516	16639	124	Nagalakshmi_2008
YLR001C	chrXII	151334	151389	56	Xu_2009
YLR002C	chrXII	154185	154343	159	Nagalakshmi_2008
YLR005W	chrXII	161435	161639	205	Xu_2009
YLR007W	chrXII	165403	165465	63	Nagalakshmi_2008
YLR008C	chrXII	165314	165577	264	Miura_2006
YLR009W	chrXII	167137	167270	134	Nagalakshmi_2008
YLR010C	chrXII	167117	167320	204	Miura_2006
YLR011W	chrXII	169679	169972	294	Xu_2009
YLR015W	chrXII	176745	176761	17	Nagalakshmi_2008
YLR018C	chrXII	178586	178707	122	Miura_2006
YLR019W	chrXII	181482	181740	259	Xu_2009
YLR020C	chrXII	181640	181789	150	Miura_2006
YLR021W	chrXII	184163	184210	48	Xu_2009
YLR025W	chrXII	195175	195292	118	Nagalakshmi_2008
YLR026C	chrXII	195318	195450	133	Miura_2006
YLR027C	chrXII	196725	196829	105	Miura_2006
YLR028C	chrXII	199410	199540	131	Miura_2006
YLR029C	chrXII	201822	201976	155	Miura_2006
YLR033W	chrXII	210270	210479	210	Xu_2009
YLR034C	chrXII	210375	210512	138	Nagalakshmi_2008
YLR036C	chrXII	221309	221521	213	Zhang_2005
YLR038C	chrXII	224605	224921	317	Miura_2006
YLR040C	chrXII	228771	228908	138	Miura_2006
YLR043C	chrXII	231519	231702	184	Miura_2006
YLR044C	chrXII	232285	232390	106	Miura_2006
YLR048W	chrXII	243350	243611	262	Xu_2009
YLR049C	chrXII	243784	243886	103	Miura_2006
YLR051C	chrXII	246240	246324	85	Miura_2006
YLR052W	chrXII	247954	248072	119	Nagalakshmi_2008
YLR056W	chrXII	254959	255121	163	Yassour_2009
YLR058C	chrXII	257827	257992	166	Miura_2006
YLR060W	chrXII	262767	262891	125	Xu_2009
YLR061W	chrXII	263949	264064	116	Xu_2009
YLR064W	chrXII	266278	266361	84	Nagalakshmi_2008
YLR065C	chrXII	266277	266373	97	Miura_2006
YLR066W	chrXII	267724	267816	93	Miura_2006
YLR068W	chrXII	271464	271577	114	Nagalakshmi_2008
YLR069C	chrXII	271460	271630	171	Nagalakshmi_2008
YLR072W	chrXII	280944	281026	83	Xu_2009
YLR074C	chrXII	281852	281956	105	Xu_2009
YLR075W	chrXII	283593	283726	134	Xu_2009
YLR077W	chrXII	285624	285799	176	Nagalakshmi_2008
YLR078C	chrXII	285660	285736	77	Miura_2006
YLR080W	chrXII	289251	289331	81	Nagalakshmi_2008
YLR081W	chrXII	291937	292185	249	Xu_2009
YLR085C	chrXII	300571	300673	103	Xu_2009
YLR088W	chrXII	317952	318121	170	Nagalakshmi_2008
YLR089C	chrXII	318030	318237	208	Zhang_2005
YLR093C	chrXII	326283	326513	231	Miura_2006
YLR094C	chrXII	327612	327730	119	Miura_2006
YLR095C	chrXII	329625	329677	53	Yassour_2009
YLR098C	chrXII	337383	337527	145	Xu_2009
YLR099W-A	chrXII	341589	341655	67	Xu_2009
YLR100W	chrXII	342854	342939	86	Xu_2009
YLR104W	chrXII	346981	347041	61	Miura_2006
YLR105C	chrXII	346959	347047	89	Miura_2006
YLR107W	chrXII	365331	365428	98	Yassour_2009
YLR109W	chrXII	369312	369401	90	Miura_2006
YLR110C	chrXII	369547	369697	151	Miura_2006
YLR112W	chrXII	371211	371365	155	Nagalakshmi_2008
YLR113W	chrXII	372928	373055	128	Nagalakshmi_2008
YLR114C	chrXII	374877	374944	68	Nagalakshmi_2008
YLR115W	chrXII	380565	380712	148	Nagalakshmi_2008
YLR118C	chrXII	384644	384725	82	Nagalakshmi_2008
YLR120C	chrXII	386125	386511	387	Xu_2009
YLR121C	chrXII	388625	388744	120	Xu_2009
YLR130C	chrXII	402752	402794	43	Xu_2009
YLR133W	chrXII	410194	410259	66	Nagalakshmi_2008
YLR137W	chrXII	418110	418151	42	Yassour_2009
YLR139C	chrXII	421386	421542	157	Miura_2006
YLR143W	chrXII	429387	429584	198	Nagalakshmi_2008
YLR146C	chrXII	432738	432823	86	Nagalakshmi_2008
YLR146W-A	chrXII	434059	434144	86	Nagalakshmi_2008
YLR147C	chrXII	434037	434158	122	Miura_2006
YLR148W	chrXII	437398	437531	134	Nagalakshmi_2008
YLR150W	chrXII	441289	441516	228	Nagalakshmi_2008
YLR151C	chrXII	441350	441715	366	Miura_2006
YLR152C	chrXII	442861	442958	98	Xu_2009
YLR153C	chrXII	445258	445524	267	Miura_2006
YLR154C	chrXII	447910	447982	73	Miura_2006
YLR163C	chrXII	491723	491866	144	Miura_2006
YLR164W	chrXII	494390	494490	101	Miura_2006
YLR166C	chrXII	495367	495429	63	Nagalakshmi_2008
YLR167W	chrXII	499406	499562	157	Xu_2009
YLR170C	chrXII	500326	500579	254	Miura_2006
YLR172C	chrXII	501125	501260	136	Xu_2009
YLR175W	chrXII	507586	507783	198	Xu_2009
YLR177W	chrXII	512941	513012	72	Nagalakshmi_2008
YLR179C	chrXII	513994	514108	115	Miura_2006
YLR180W	chrXII	516411	516663	253	Xu_2009
YLR181C	chrXII	516578	516678	101	Xu_2009
YLR182W	chrXII	520352	520472	121	Nagalakshmi_2008
YLR183C	chrXII	520375	520543	169	Nagalakshmi_2008
YLR185W	chrXII	523289	523404	116	Miura_2006
YLR188W	chrXII	530388	530525	138	Nagalakshmi_2008
YLR190W	chrXII	536690	537095	406	Xu_2009
YLR191W	chrXII	538433	538539	107	Nagalakshmi_2008
YLR192C	chrXII	538577	538792	216	Miura_2006
YLR193C	chrXII	539827	540009	183	Nagalakshmi_2008
YLR196W	chrXII	545699	545830	132	Nagalakshmi_2008
YLR197W	chrXII	547612	547797	186	Nagalakshmi_2008
YLR204W	chrXII	552606	552729	124	Nagalakshmi_2008
YLR207W	chrXII	559290	559347	58	Nagalakshmi_2008
YLR208W	chrXII	560445	560820	376	Xu_2009
YLR209C	chrXII	560734	560797	64	Miura_2006
YLR210W	chrXII	563391	563563	173	Nagalakshmi_2008
YLR211C	chrXII	563454	563792	339	Yassour_2009
YLR212C	chrXII	564736	564860	125	Xu_2009
YLR214W	chrXII	570628	570758	131	Nagalakshmi_2008
YLR215C	chrXII	570664	570776	113	Miura_2006
YLR221C	chrXII	578152	578362	211	Miura_2006
YLR222C	chrXII	579209	579318	110	Nagalakshmi_2008
YLR224W	chrXII	587574	587709	136	Xu_2009
YLR226W	chrXII	590542	591044	503	Nagalakshmi_2008
YLR229C	chrXII	604149	604212	64	Miura_2006
YLR231C	chrXII	605639	605758	120	Nagalakshmi_2008
YLR237W	chrXII	614164	614378	215	Xu_2009
YLR238W	chrXII	616192	616300	109	Nagalakshmi_2008
YLR240W	chrXII	620161	620319	159	Yassour_2009
YLR242C	chrXII	622863	622918	56	Yassour_2009
YLR243W	chrXII	625022	625094	73	Nagalakshmi_2008
YLR244C	chrXII	625113	625168	56	Xu_2009
YLR249W	chrXII	639915	640055	141	Xu_2009
YLR250W	chrXII	641022	641153	132	Xu_2009
YLR253W	chrXII	644337	644428	92	Nagalakshmi_2008
YLR255C	chrXII	645533	645600	68	Miura_2006
YLR257W	chrXII	659792	659904	113	Xu_2009
YLR258W	chrXII	662834	663192	359	Nagalakshmi_2008
YLR259C	chrXII	663099	663284	186	Zhang_2005
YLR260W	chrXII	667908	668075	168	Nagalakshmi_2008
YLR262C-A	chrXII	669163	669468	306	Miura_2006
YLR264W	chrXII	673335	673980	646	Nagalakshmi_2008
YLR267W	chrXII	679925	680001	77	Nagalakshmi_2008
YLR268W	chrXII	680845	680954	110	Nagalakshmi_2008
YLR270W	chrXII	682239	682444	206	Xu_2009
YLR271W	chrXII	683562	683664	103	Xu_2009
YLR274W	chrXII	693883	694007	125	Yassour_2009
YLR275W	chrXII	694801	695052	252	Miura_2006
YLR276C	chrXII	694961	695046	86	Xu_2009
YLR277C	chrXII	697094	697156	63	Xu_2009
YLR283W	chrXII	706131	706181	51	Nagalakshmi_2008
YLR285W	chrXII	708146	708351	206	Nagalakshmi_2008
YLR286C	chrXII	708303	708448	146	Miura_2006
YLR287C-A	chrXII	712319	712537	219	Xu_2009
YLR290C	chrXII	716961	717145	185	Miura_2006
YLR291C	chrXII	718149	718317	169	Nagalakshmi_2008
YLR293C	chrXII	720541	720771	231	Miura_2006
YLR295C	chrXII	721753	721999	247	Miura_2006
YLR297W	chrXII	724434	724722	289	Miura_2006
YLR298C	chrXII	724674	724721	48	Miura_2006
YLR300W	chrXII	730302	730615	314	Yassour_2009
YLR301W	chrXII	731560	731694	135	Yassour_2009
YLR303W	chrXII	733877	733978	102	Xu_2009
YLR306W	chrXII	744852	744917	66	Nagalakshmi_2008
YLR312W-A	chrXII	760242	760351	110	Nagalakshmi_2008
YLR314C	chrXII	762454	762575	122	Miura_2006
YLR316C	chrXII	765158	765266	109	Nagalakshmi_2008
YLR324W	chrXII	780787	780876	90	Yassour_2009
YLR325C	chrXII	780709	781143	435	Miura_2006
YLR326W	chrXII	782897	783024	128	Nagalakshmi_2008
YLR327C	chrXII	782940	783127	188	Miura_2006
YLR330W	chrXII	789680	789834	155	Xu_2009
YLR332W	chrXII	791807	792000	194	Nagalakshmi_2008
YLR333C	chrXII	795398	795573	176	Miura_2006
YLR335W	chrXII	799593	799688	96	Nagalakshmi_2008
YLR336C	chrXII	799642	799697	56	Xu_2009
YLR340W	chrXII	806826	806910	85	Nagalakshmi_2008
YLR344W	chrXII	820143	820384	242	Yassour_2009
YLR345W	chrXII	822041	822146	106	Xu_2009
YLR348C	chrXII	826941	826977	37	Miura_2006
YLR350W	chrXII	829381	829497	117	Xu_2009
YLR351C	chrXII	829358	829489	132	Nagalakshmi_2008
YLR354C	chrXII	836216	836350	135	Miura_2006
YLR355C	chrXII	837871	838066	196	Nagalakshmi_2008
YLR356W	chrXII	840915	841149	235	Xu_2009
YLR357W	chrXII	844001	844191	191	Nagalakshmi_2008
YLR359W	chrXII	845731	845864	134	Nagalakshmi_2008
YLR360W	chrXII	847423	847561	139	Nagalakshmi_2008
YLR361C-A	chrXII	849224	849383	160	Xu_2009
YLR362W	chrXII	852020	852132	113	Nagalakshmi_2008
YLR363W-A	chrXII	853719	853884	166	Miura_2006
YLR364W	chrXII	854392	854444	53	Nagalakshmi_2008
YLR367W	chrXII	857318	857380	63	Nagalakshmi_2008
YLR368W	chrXII	859337	859371	35	Nagalakshmi_2008
YLR370C	chrXII	861515	861718	204	Xu_2009
YLR372W	chrXII	868392	868510	119	Nagalakshmi_2008
YLR375W	chrXII	872729	872820	92	Nagalakshmi_2008
YLR376C	chrXII	872732	872826	95	Nagalakshmi_2008
YLR378C	chrXII	875536	875736	201	Miura_2006
YLR380W	chrXII	879509	879643	135	Nagalakshmi_2008
YLR386W	chrXII	896271	896380	110	Nagalakshmi_2008
YLR388W	chrXII	898822	898941	120	Yassour_2009
YLR389C	chrXII	899425	899577	153	Yassour_2009
YLR390W	chrXII	903405	903480	76	Nagalakshmi_2008
YLR390W-A	chrXII	904441	904661	221	Nagalakshmi_2008
YLR395C	chrXII	909395	909729	335	Miura_2006
YLR396C	chrXII	910180	910235	56	Yassour_2009
YLR397C	chrXII	912415	912550	136	Xu_2009
YLR399C	chrXII	919202	919536	335	Nagalakshmi_2008
YLR401C	chrXII	922388	922442	55	Nagalakshmi_2008
YLR405W	chrXII	930893	931040	148	Nagalakshmi_2008
YLR406C	chrXII	930879	931065	187	Zhang_2005
YLR407W	chrXII	933654	933859	206	Xu_2009
YLR413W	chrXII	953184	953342	159	Xu_2009
YLR414C	chrXII	953252	953353	102	Miura_2006
YLR417W	chrXII	956711	956796	86	Nagalakshmi_2008
YLR420W	chrXII	964880	964960	81	Nagalakshmi_2008
YLR421C	chrXII	964879	965090	212	Yassour_2009
YLR426W	chrXII	988114	988191	78	Nagalakshmi_2008
YLR427W	chrXII	990441	990603	163	Miura_2006
YLR432W	chrXII	1004129	1004412	284	Xu_2009
YLR435W	chrXII	1006996	1007139	144	Nagalakshmi_2008
YLR437C	chrXII	1011432	1011622	191	Miura_2006
YLR438C-A	chrXII	1013760	1013909	150	Miura_2006
YLR438W	chrXII	1013776	1013884	109	Nagalakshmi_2008
YLR439W	chrXII	1015451	1015589	139	Nagalakshmi_2008
YLR441C	chrXII	1017875	1018141	267	Zhang_2005
YLR447C	chrXII	1026711	1026856	146	Nagalakshmi_2008
YLR448W	chrXII	1029769	1030015	247	Nagalakshmi_2008
YLR449W	chrXII	1032013	1032101	89	Nagalakshmi_2008
YLR450W	chrXII	1035765	1035847	83	Nagalakshmi_2008
YLR459W	chrXII	1058519	1058580	62	Yassour_2009
YML001W	chrXIII	267801	267904	104	Xu_2009
YML004C	chrXIII	261524	261705	182	Yassour_2009
YML007W	chrXIII	255801	256019	219	Nagalakshmi_2008
YML008C	chrXIII	251751	251839	89	Miura_2006
YML011C	chrXIII	246764	246895	132	Nagalakshmi_2008
YML012W	chrXIII	246752	246876	125	Nagalakshmi_2008
YML014W	chrXIII	244065	244160	96	Nagalakshmi_2008
YML018C	chrXIII	234661	234771	111	Nagalakshmi_2008
YML019W	chrXIII	234456	234750	295	Nagalakshmi_2008
YML021C	chrXIII	229583	229734	152	Xu_2009
YML022W	chrXIII	229501	229708	208	Nagalakshmi_2008
YML024W	chrXIII	226698	226825	128	Xu_2009
YML025C	chrXIII	224285	224406	122	Yassour_2009
YML026C	chrXIII	222779	222987	209	Miura_2006
YML028W	chrXIII	220729	220847	119	Xu_2009
YML030W	chrXIII	216915	217146	232	Xu_2009
YML031W	chrXIII	216157	216232	76	Xu_2009
YML032C	chrXIII	212217	212515	299	Xu_2009
YML034W	chrXIII	212156	212323	168	Nagalakshmi_2008
YML036W	chrXIII	206294	206542	249	Nagalakshmi_2008
YML038C	chrXIII	202555	202775	221	Yassour_2009
YML041C	chrXIII	194826	194913	88	Nagalakshmi_2008
YML043C	chrXIII	190089	190244	156	Nagalakshmi_2008
YML046W	chrXIII	183364	183431	68	Xu_2009
YML048W	chrXIII	179638	179835	198	Nagalakshmi_2008
YML051W	chrXIII	172902	173001	100	Nagalakshmi_2008
YML052W	chrXIII	171311	171396	86	Nagalakshmi_2008
YML053C	chrXIII	169116	169116	1	Miura_2006
YML055W	chrXIII	165327	165374	48	Miura_2006
YML056C	chrXIII	162147	162194	48	Zhang_2005
YML057W	chrXIII	161995	162108	114	Nagalakshmi_2008
YML058W	chrXIII	159698	160003	306	Miura_2006
YML058W-A	chrXIII	158967	159098	132	Miura_2006
YML060W	chrXIII	153002	153180	179	Yassour_2009
YML062C	chrXIII	147413	147505	93	Nagalakshmi_2008
YML063W	chrXIII	147250	147364	115	Xu_2009
YML064C	chrXIII	144967	145139	173	Xu_2009
YML065W	chrXIII	144955	145103	149	Xu_2009
YML068W	chrXIII	138945	139034	90	Nagalakshmi_2008
YML069W	chrXIII	137159	137243	85	Yassour_2009
YML070W	chrXIII	135230	135309	80	Yassour_2009
YML071C	chrXIII	129698	129749	52	Yassour_2009
YML072C	chrXIII	124580	124730	151	Miura_2006
YML073C	chrXIII	123138	123227	90	Miura_2006
YML074C	chrXIII	119989	120089	101	Miura_2006
YML075C	chrXIII	115583	115734	152	Nagalakshmi_2008
YML077W	chrXIII	112345	112470	126	Nagalakshmi_2008
YML078W	chrXIII	111551	111701	151	Nagalakshmi_2008
YML079W	chrXIII	110853	110924	72	Nagalakshmi_2008
YML080W	chrXIII	110078	110173	96	Nagalakshmi_2008
YML081C-A	chrXIII	103804	103983	180	Miura_2006
YML082W	chrXIII	103812	103953	142	Nagalakshmi_2008
YML085C	chrXIII	97795	97941	147	Miura_2006
YML086C	chrXIII	95687	95791	105	Zhang_2005
YML087C	chrXIII	94342	94431	90	Xu_2009
YML092C	chrXIII	85880	85987	108	Zhang_2005
YML094W	chrXIII	82850	82944	95	Miura_2006
YML096W	chrXIII	81487	81593	107	Nagalakshmi_2008
YML097C	chrXIII	78257	78335	79	Xu_2009
YML098W	chrXIII	77771	77949	179	Nagalakshmi_2008
YML100W	chrXIII	73921	74035	115	Nagalakshmi_2008
YML101C	chrXIII	69654	69735	82	Miura_2006
YML102W	chrXIII	69701	69758	58	Nagalakshmi_2008
YML104C	chrXIII	58909	58939	31	Nagalakshmi_2008
YML105C	chrXIII	57778	57866	89	Miura_2006
YML106W	chrXIII	57454	57624	171	Xu_2009
YML108W	chrXIII	55111	55337	227	Miura_2006
YML110C	chrXIII	49749	50031	283	Miura_2006
YML112W	chrXIII	45954	46033	80	Xu_2009
YML113W	chrXIII	44792	44918	127	Nagalakshmi_2008
YML114C	chrXIII	41979	42043	65	Nagalakshmi_2008
YML115C	chrXIII	39968	40187	220	Miura_2006
YML119W	chrXIII	31685	31744	60	Nagalakshmi_2008
YML120C	chrXIII	27908	28266	359	Zhang_2005
YML121W	chrXIII	27863	28044	182	Nagalakshmi_2008
