gene	chr	5utr_start	5utr_end	length	source
YKL026C	chrXI	389884	390027	144	Nagalakshmi_2008
YKL028W	chrXI	385710	385758	49	Yassour_2009
YKL029C	chrXI	384726	384762	37	Xu_2009
YKL033W-A	chrXI	374400	374505	106	Miura_2006
YKL034W	chrXI	371739	371829	91	Xu_2009
YKL035W	chrXI	369761	369891	131	Miura_2006
YKL039W	chrXI	362458	362622	165	Xu_2009
YKL040C	chrXI	361829	361890	62	Nagalakshmi_2008
YKL041W	chrXI	360050	360143	94	Miura_2006
YKL043W	chrXI	356482	356748	267	Miura_2006
YKL045W	chrXI	353421	353493	73	Miura_2006
YKL047W	chrXI	349407	349463	57	Nagalakshmi_2008
YKL048C	chrXI	349137	349221	85	Nagalakshmi_2008
YKL051W	chrXI	341213	341312	100	Miura_2006
YKL052C	chrXI	340547	340588	42	Xu_2009
YKL053C-A	chrXI	339443	339528	86	Miura_2006
YKL056C	chrXI	334916	335062	147	Miura_2006
YKL058W	chrXI	330115	330166	52	Miura_2006
YKL059C	chrXI	329444	329495	52	Xu_2009
YKL060C	chrXI	327488	327541	54	Miura_2006
YKL061W	chrXI	325742	325771	30	Xu_2009
YKL063C	chrXI	321519	321714	196	Miura_2006
YKL065C	chrXI	317058	317132	75	Miura_2006
YKL067W	chrXI	314672	314812	141	Miura_2006
YKL068W	chrXI	310080	310199	120	Miura_2006
YKL068W-A	chrXI	309162	309206	45	Nagalakshmi_2008
YKL069W	chrXI	307256	307285	30	Nagalakshmi_2008
YKL073W	chrXI	296387	296430	44	Xu_2009
YKL074C	chrXI	296194	296217	24	Yassour_2009
YKL077W	chrXI	291341	291453	113	Yassour_2009
YKL078W	chrXI	288824	288845	22	Nagalakshmi_2008
YKL080W	chrXI	284936	285030	95	Nagalakshmi_2008
YKL081W	chrXI	282848	282891	44	Zhang_2005
YKL082C	chrXI	282330	282379	50	Xu_2009
YKL085W	chrXI	278968	279123	156	Miura_2006
YKL086W	chrXI	278264	278281	18	Miura_2006
YKL087C	chrXI	277864	277962	99	Nagalakshmi_2008
YKL088W	chrXI	275263	275283	21	Xu_2009
YKL089W	chrXI	273383	273394	12	Yassour_2009
YKL090W	chrXI	271853	271878	26	Xu_2009
YKL094W	chrXI	263327	263349	23	Miura_2006
YKL096W	chrXI	261081	261132	52	Yassour_2009
YKL096W-A	chrXI	259168	259253	86	Xu_2009
YKL098W	chrXI	256719	256770	52	Xu_2009
YKL099C	chrXI	256473	256552	80	Xu_2009
YKL103C	chrXI	247683	247752	70	Xu_2009
YKL108W	chrXI	234404	234426	23	Miura_2006
YKL109W	chrXI	231861	232227	367	Miura_2006
YKL110C	chrXI	229881	230112	232	Nagalakshmi_2008
YKL113C	chrXI	225876	225924	49	Miura_2006
YKL117W	chrXI	220272	220324	53	Miura_2006
YKL120W	chrXI	217182	217344	163	Xu_2009
YKL122C	chrXI	212999	213050	52	Miura_2006
YKL125W	chrXI	208130	208247	118	Nagalakshmi_2008
YKL127W	chrXI	203502	203541	40	Xu_2009
YKL130C	chrXI	196029	196078	50	Xu_2009
YKL132C	chrXI	194867	195066	200	Nagalakshmi_2008
YKL133C	chrXI	193071	193083	13	Nagalakshmi_2008
YKL137W	chrXI	185906	185957	52	Nagalakshmi_2008
YKL138C	chrXI	185682	185810	129	Xu_2009
YKL138C-A	chrXI	185013	185069	57	Miura_2006
YKL139W	chrXI	182764	182958	195	Nagalakshmi_2008
YKL141W	chrXI	179626	179667	42	Miura_2006
YKL142W	chrXI	178419	178515	97	Xu_2009
YKL143W	chrXI	176728	176781	54	Nagalakshmi_2008
YKL144C	chrXI	176482	176569	88	Yassour_2009
YKL146W	chrXI	171763	171783	21	Nagalakshmi_2008
YKL148C	chrXI	171130	171281	152	Nagalakshmi_2008
YKL152C	chrXI	164386	164425	40	Xu_2009
YKL156W	chrXI	158591	158613	23	Zhang_2005
YKL157W	chrXI	154958	154991	34	Xu_2009
YKL159C	chrXI	154452	154479	28	Nagalakshmi_2008
YKL160W	chrXI	153215	153269	55	Yassour_2009
YKL164C	chrXI	142820	142900	81	Nagalakshmi_2008
YKL167C	chrXI	134135	134160	26	Nagalakshmi_2008
YKL170W	chrXI	130534	130634	101	Xu_2009
YKL173W	chrXI	122500	122517	18	Yassour_2009
YKL175W	chrXI	118748	118793	46	Nagalakshmi_2008
YKL180W	chrXI	109222	109269	48	Yassour_2009
YKL181W	chrXI	107112	107316	205	Xu_2009
YKL185W	chrXI	94141	94499	359	Xu_2009
YKL189W	chrXI	84611	84704	94	Miura_2006
YKL190W	chrXI	82910	82947	38	Miura_2006
YKL192C	chrXI	80538	80597	60	Miura_2006
YKL194C	chrXI	78647	78696	50	Xu_2009
YKL195W	chrXI	75771	75821	51	Zhang_2005
YKL196C	chrXI	75535	75610	76	Miura_2006
YKL204W	chrXI	53679	53704	26	Xu_2009
YKL206C	chrXI	49810	49844	35	Xu_2009
YKL207W	chrXI	48164	48194	31	Miura_2006
YKL208W	chrXI	47122	47157	36	Xu_2009
YKL213C	chrXI	34108	34145	38	Yassour_2009
YKL214C	chrXI	31694	31749	56	Nagalakshmi_2008
YKL216W	chrXI	25174	25215	42	Zhang_2005
YKL217W	chrXI	22184	22234	51	Miura_2006
YKL218C	chrXI	18340	18468	129	Nagalakshmi_2008
YKR001C	chrXI	442723	442790	68	Xu_2009
YKR002W	chrXI	442991	443232	242	Xu_2009
YKR003W	chrXI	445274	445381	108	Yassour_2009
YKR006C	chrXI	451218	451228	11	Nagalakshmi_2008
YKR007W	chrXI	451412	451434	23	Miura_2006
YKR008W	chrXI	452175	452201	27	Xu_2009
YKR010C	chrXI	461240	461353	114	Nagalakshmi_2008
YKR014C	chrXI	466072	466223	152	Nagalakshmi_2008
YKR016W	chrXI	469672	469717	46	Miura_2006
YKR018C	chrXI	475901	475939	39	Xu_2009
YKR019C	chrXI	478064	478153	90	Xu_2009
YKR023W	chrXI	483372	483419	48	Nagalakshmi_2008
YKR025W	chrXI	487721	487770	50	Yassour_2009
YKR027W	chrXI	491266	491364	99	Xu_2009
YKR030W	chrXI	500237	500282	46	Miura_2006
YKR035W-A	chrXI	507902	507939	38	Zhang_2005
YKR038C	chrXI	513160	513188	29	Nagalakshmi_2008
YKR039W	chrXI	515021	515063	43	Nagalakshmi_2008
YKR042W	chrXI	519311	519527	217	Yassour_2009
YKR043C	chrXI	521713	521758	46	Xu_2009
YKR044W	chrXI	521947	522015	69	Nagalakshmi_2008
YKR048C	chrXI	526641	526668	28	Nagalakshmi_2008
YKR049C	chrXI	527232	527266	35	Miura_2006
YKR051W	chrXI	530830	530946	117	Nagalakshmi_2008
YKR052C	chrXI	533465	533562	98	Xu_2009
YKR057W	chrXI	551613	551657	45	Miura_2006
YKR059W	chrXI	554933	554987	55	Miura_2006
YKR060W	chrXI	556492	556518	27	Nagalakshmi_2008
YKR063C	chrXI	562298	562308	11	Nagalakshmi_2008
YKR065C	chrXI	565893	565930	38	Nagalakshmi_2008
YKR066C	chrXI	567199	567218	20	Nagalakshmi_2008
YKR067W	chrXI	567780	567918	139	Xu_2009
YKR068C	chrXI	570910	570969	60	Nagalakshmi_2008
YKR069W	chrXI	571460	571612	153	Xu_2009
YKR071C	chrXI	575981	576038	58	Nagalakshmi_2008
YKR074W	chrXI	579166	579209	44	Yassour_2009
YKR076W	chrXI	582259	582283	25	Miura_2006
YKR080W	chrXI	590239	590395	157	Yassour_2009
YKR081C	chrXI	592541	592569	29	Miura_2006
YKR084C	chrXI	598891	598961	71	Nagalakshmi_2008
YKR085C	chrXI	599682	599706	25	Xu_2009
YKR087C	chrXI	604233	604254	22	Yassour_2009
YKR090W	chrXI	608793	608946	154	Yassour_2009
YKR094C	chrXI	618751	618833	83	Miura_2006
YKR095W-A	chrXI	625819	625864	46	Xu_2009
YKR097W	chrXI	631012	631152	141	Miura_2006
YKR101W	chrXI	640536	640540	5	Xu_2009
YLL001W	chrXII	147850	147890	41	Xu_2009
YLL002W	chrXII	146251	146291	41	Miura_2006
YLL004W	chrXII	141068	141073	6	Xu_2009
YLL006W	chrXII	136549	136586	38	Miura_2006
YLL007C	chrXII	136300	136380	81	Xu_2009
YLL008W	chrXII	131700	131729	30	Nagalakshmi_2008
YLL009C	chrXII	131415	131472	58	Miura_2006
YLL011W	chrXII	127513	127523	11	Zhang_2005
YLL012W	chrXII	125493	125534	42	Xu_2009
YLL014W	chrXII	121305	121322	18	Miura_2006
YLL018C	chrXII	111576	111638	63	Xu_2009
YLL023C	chrXII	98837	98889	53	Xu_2009
YLL024C	chrXII	97486	97515	30	Nagalakshmi_2008
YLL026W	chrXII	88568	88623	56	Miura_2006
YLL027W	chrXII	87192	87403	212	Miura_2006
YLL029W	chrXII	81338	81461	124	Miura_2006
YLL041C	chrXII	53932	53981	50	Yassour_2009
YLL045C	chrXII	48630	48652	23	Nagalakshmi_2008
YLL050C	chrXII	40415	40439	25	Miura_2006
YLL051C	chrXII	39472	39541	70	Xu_2009
YLL058W	chrXII	23480	23569	90	Xu_2009
YLL062C	chrXII	17614	17692	79	Xu_2009
YLR001C	chrXII	153978	154020	43	Nagalakshmi_2008
YLR002C	chrXII	156335	156384	50	Nagalakshmi_2008
YLR005W	chrXII	160013	160049	37	Miura_2006
YLR007W	chrXII	164369	164392	24	Yassour_2009
YLR008C	chrXII	166084	166167	84	Xu_2009
YLR009W	chrXII	166348	166537	190	Xu_2009
YLR010C	chrXII	167803	167813	11	Nagalakshmi_2008
YLR011W	chrXII	169002	169103	102	Nagalakshmi_2008
YLR015W	chrXII	175175	175227	53	Nagalakshmi_2008
YLR018C	chrXII	179607	179691	85	Nagalakshmi_2008
YLR019W	chrXII	179991	180288	298	Miura_2006
YLR020C	chrXII	183406	183455	50	Nagalakshmi_2008
YLR021W	chrXII	183555	183623	69	Xu_2009
YLR025W	chrXII	194370	194452	83	Yassour_2009
YLR026C	chrXII	196473	196587	115	Xu_2009
YLR027C	chrXII	198086	198113	28	Xu_2009
YLR028C	chrXII	201316	201532	217	Miura_2006
YLR029C	chrXII	202591	202613	23	Yassour_2009
YLR033W	chrXII	208699	208761	63	Yassour_2009
YLR034C	chrXII	211934	212142	209	Nagalakshmi_2008
YLR036C	chrXII	222133	222133	1	Nagalakshmi_2008
YLR038C	chrXII	225173	225253	81	Miura_2006
YLR040C	chrXII	229583	229662	80	Xu_2009
YLR043C	chrXII	232014	232073	60	Miura_2006
YLR044C	chrXII	234082	234137	56	Nagalakshmi_2008
YLR048W	chrXII	242139	242232	94	Miura_2006
YLR049C	chrXII	245173	245411	239	Miura_2006
YLR051C	chrXII	246978	246998	21	Xu_2009
YLR052W	chrXII	247172	247201	30	Nagalakshmi_2008
YLR056W	chrXII	253766	253861	96	Zhang_2005
YLR058C	chrXII	259402	259455	54	Nagalakshmi_2008
YLR060W	chrXII	260931	260979	49	Yassour_2009
YLR061W	chrXII	263139	263194	56	Xu_2009
YLR064W	chrXII	265411	265456	46	Miura_2006
YLR065C	chrXII	266919	266976	58	Xu_2009
YLR066W	chrXII	267101	267169	69	Yassour_2009
YLR068W	chrXII	270967	271008	42	Miura_2006
YLR069C	chrXII	273916	273934	19	Nagalakshmi_2008
YLR072W	chrXII	278825	278862	38	Yassour_2009
YLR074C	chrXII	282457	282530	74	Miura_2006
YLR075W	chrXII	282843	282927	85	Zhang_2005
YLR077W	chrXII	283846	283872	27	Miura_2006
YLR078C	chrXII	286560	286642	83	Nagalakshmi_2008
YLR080W	chrXII	287899	287916	18	Xu_2009
YLR081W	chrXII	290068	290212	145	Xu_2009
YLR085C	chrXII	301990	302038	49	Xu_2009
YLR088W	chrXII	316066	316107	42	Nagalakshmi_2008
YLR089C	chrXII	320016	320217	202	Xu_2009
YLR093C	chrXII	327416	327503	88	Xu_2009
YLR094C	chrXII	329239	329318	80	Yassour_2009
YLR095C	chrXII	332116	332144	29	Yassour_2009
YLR098C	chrXII	339474	339541	68	Yassour_2009
YLR099W-A	chrXII	341258	341325	68	Xu_2009
YLR100W	chrXII	341776	341810	35	Nagalakshmi_2008
YLR104W	chrXII	346546	346585	40	Miura_2006
YLR105C	chrXII	348181	348190	10	Xu_2009
YLR107W	chrXII	364094	364116	23	Xu_2009
YLR109W	chrXII	368582	368781	200	Miura_2006
YLR110C	chrXII	370099	370156	58	Miura_2006
YLR112W	chrXII	370749	370791	43	Miura_2006
YLR113W	chrXII	371475	371620	146	Miura_2006
YLR114C	chrXII	377239	377303	65	Nagalakshmi_2008
YLR115W	chrXII	377962	377985	24	Xu_2009
YLR118C	chrXII	385409	385470	62	Nagalakshmi_2008
YLR120C	chrXII	388221	388333	113	Xu_2009
YLR121C	chrXII	390271	390291	21	Nagalakshmi_2008
YLR130C	chrXII	404063	404257	195	Nagalakshmi_2008
YLR133W	chrXII	408372	408445	74	Nagalakshmi_2008
YLR137W	chrXII	417000	417006	7	Zhang_2005
YLR139C	chrXII	423474	423495	22	Xu_2009
YLR143W	chrXII	427302	427329	28	Xu_2009
YLR146C	chrXII	433726	433755	30	Xu_2009
YLR146W-A	chrXII	433862	433870	9	Nagalakshmi_2008
YLR147C	chrXII	434464	434499	36	Miura_2006
YLR148W	chrXII	434631	434641	11	Miura_2006
YLR150W	chrXII	440311	440467	157	Xu_2009
YLR151C	chrXII	442738	442738	1	Xu_2009
YLR152C	chrXII	444689	444843	155	Nagalakshmi_2008
YLR153C	chrXII	447576	447698	123	Xu_2009
YLR154C	chrXII	448315	448383	69	Miura_2006
YLR163C	chrXII	493255	493305	51	Xu_2009
YLR164W	chrXII	493724	493883	160	Miura_2006
YLR166C	chrXII	498045	498080	36	Nagalakshmi_2008
YLR167W	chrXII	498856	498947	92	Zhang_2005
YLR170C	chrXII	501050	501096	47	Xu_2009
YLR172C	chrXII	502163	502195	33	Xu_2009
YLR175W	chrXII	506050	506134	85	Yassour_2009
YLR177W	chrXII	511006	511054	49	Miura_2006
YLR179C	chrXII	514714	514796	83	Miura_2006
YLR180W	chrXII	515138	515262	125	Miura_2006
YLR181C	chrXII	517671	517755	85	Nagalakshmi_2008
YLR182W	chrXII	517894	517940	47	Xu_2009
YLR183C	chrXII	522013	522059	47	Nagalakshmi_2008
YLR185W	chrXII	522592	522663	72	Xu_2009
YLR188W	chrXII	528223	528300	78	Yassour_2009
YLR190W	chrXII	534837	535214	378	Zhang_2005
YLR191W	chrXII	537229	537272	44	Yassour_2009
YLR192C	chrXII	539590	539695	106	Nagalakshmi_2008
YLR193C	chrXII	540537	540595	59	Miura_2006
YLR196W	chrXII	543888	543968	81	Xu_2009
YLR197W	chrXII	546047	546097	51	Xu_2009
YLR204W	chrXII	552241	552270	30	Miura_2006
YLR207W	chrXII	556725	556788	64	Xu_2009
YLR208W	chrXII	559436	559551	116	Nagalakshmi_2008
YLR209C	chrXII	561733	561766	34	Nagalakshmi_2008
YLR210W	chrXII	561931	562008	78	Miura_2006
YLR211C	chrXII	564532	564589	58	Nagalakshmi_2008
YLR212C	chrXII	566282	566334	53	Yassour_2009
YLR214W	chrXII	568425	568567	143	Xu_2009
YLR215C	chrXII	571859	571908	50	Yassour_2009
YLR221C	chrXII	579025	579069	45	Nagalakshmi_2008
YLR222C	chrXII	581772	581790	19	Yassour_2009
YLR224W	chrXII	586133	586464	332	Xu_2009
YLR226W	chrXII	589319	589354	36	Nagalakshmi_2008
YLR229C	chrXII	604788	605006	219	Nagalakshmi_2008
YLR231C	chrXII	607120	607183	64	Nagalakshmi_2008
YLR237W	chrXII	612256	612367	112	Xu_2009
YLR238W	chrXII	614683	614755	73	Nagalakshmi_2008
YLR240W	chrXII	617501	617533	33	Xu_2009
YLR242C	chrXII	623884	623963	80	Yassour_2009
YLR243W	chrXII	624112	624203	92	Yassour_2009
YLR244C	chrXII	626332	626354	23	Xu_2009
YLR249W	chrXII	636741	636780	40	Miura_2006
YLR250W	chrXII	640265	640317	53	Miura_2006
YLR253W	chrXII	642560	642627	68	Xu_2009
YLR255C	chrXII	645954	645982	29	Miura_2006
YLR257W	chrXII	658488	658826	339	Miura_2006
YLR258W	chrXII	660650	660716	67	Miura_2006
YLR259C	chrXII	665003	665057	55	Nagalakshmi_2008
YLR260W	chrXII	665725	665844	120	Miura_2006
YLR262C-A	chrXII	669663	670049	387	Miura_2006
YLR264W	chrXII	673075	673131	57	Miura_2006
YLR267W	chrXII	678145	678212	68	Miura_2006
YLR268W	chrXII	680153	680200	48	Nagalakshmi_2008
YLR270W	chrXII	681081	681186	106	Miura_2006
YLR271W	chrXII	682589	682737	149	Nagalakshmi_2008
YLR274W	chrXII	691536	691555	20	Xu_2009
YLR275W	chrXII	694324	694378	55	Zhang_2005
YLR276C	chrXII	696831	696926	96	Nagalakshmi_2008
YLR277C	chrXII	699496	699652	157	Nagalakshmi_2008
YLR283W	chrXII	705186	705186	1	Miura_2006
YLR285W	chrXII	707327	707360	34	Miura_2006
YLR286C	chrXII	710137	710367	231	Nagalakshmi_2008
YLR287C-A	chrXII	713159	713218	60	Miura_2006
YLR290C	chrXII	717979	718006	28	Xu_2009
YLR291C	chrXII	719463	719494	32	Miura_2006
YLR293C	chrXII	721431	721504	74	Miura_2006
YLR295C	chrXII	722374	722431	58	Miura_2006
YLR297W	chrXII	723896	724044	149	Zhang_2005
YLR298C	chrXII	725417	725421	5	Nagalakshmi_2008
YLR300W	chrXII	728843	728955	113	Yassour_2009
YLR301W	chrXII	730786	730825	40	Nagalakshmi_2008
YLR303W	chrXII	732491	732542	52	Miura_2006
YLR306W	chrXII	744065	744151	87	Xu_2009
YLR312W-A	chrXII	759447	759480	34	Nagalakshmi_2008
YLR314C	chrXII	764138	764216	79	Xu_2009
YLR316C	chrXII	766359	766418	60	Xu_2009
YLR324W	chrXII	779149	779215	67	Miura_2006
YLR325C	chrXII	781380	781419	40	Miura_2006
YLR326W	chrXII	782013	782174	162	Miura_2006
YLR327C	chrXII	783388	783491	104	Miura_2006
YLR330W	chrXII	787610	787664	55	Miura_2006
YLR332W	chrXII	790246	790676	431	Miura_2006
YLR333C	chrXII	795900	796397	498	Miura_2006
YLR335W	chrXII	797349	797430	82	Miura_2006
YLR336C	chrXII	802397	802437	41	Yassour_2009
YLR340W	chrXII	805819	805887	69	Miura_2006
YLR344W	chrXII	819253	819312	60	Miura_2006
YLR345W	chrXII	820441	820511	71	Nagalakshmi_2008
YLR348C	chrXII	827874	827892	19	Nagalakshmi_2008
YLR350W	chrXII	828619	828730	112	Miura_2006
YLR351C	chrXII	830365	830393	29	Xu_2009
YLR354C	chrXII	837358	837429	72	Xu_2009
YLR355C	chrXII	839254	839340	87	Nagalakshmi_2008
YLR356W	chrXII	840242	840321	80	Miura_2006
YLR357W	chrXII	841283	841331	49	Xu_2009
YLR359W	chrXII	844187	844282	96	Xu_2009
YLR360W	chrXII	846006	846103	98	Xu_2009
YLR361C-A	chrXII	849680	849717	38	Miura_2006
YLR362W	chrXII	849837	849866	30	Zhang_2005
YLR363W-A	chrXII	853406	853461	56	Nagalakshmi_2008
YLR364W	chrXII	854018	854062	45	Miura_2006
YLR367W	chrXII	855810	856442	633	Miura_2006
YLR368W	chrXII	857533	857540	8	Miura_2006
YLR370C	chrXII	862255	862305	51	Xu_2009
YLR372W	chrXII	867138	867354	217	Zhang_2005
YLR375W	chrXII	871661	871697	37	Miura_2006
YLR376C	chrXII	873555	873588	34	Xu_2009
YLR378C	chrXII	877179	877399	221	Nagalakshmi_2008
YLR380W	chrXII	878147	878282	136	Miura_2006
YLR386W	chrXII	893584	893628	45	Yassour_2009
YLR388W	chrXII	898007	898651	645	Miura_2006
YLR389C	chrXII	902661	902706	46	Xu_2009
YLR390W	chrXII	902865	903066	202	Nagalakshmi_2008
YLR390W-A	chrXII	903655	903724	70	Miura_2006
YLR395C	chrXII	909966	910041	76	Miura_2006
YLR396C	chrXII	912311	912358	48	Nagalakshmi_2008
YLR397C	chrXII	914893	914924	32	Yassour_2009
YLR399C	chrXII	921597	921642	46	Xu_2009
YLR401C	chrXII	924449	924490	42	Xu_2009
YLR405W	chrXII	929767	929789	23	Miura_2006
YLR406C	chrXII	931756	931809	54	Miura_2006
YLR407W	chrXII	932724	932967	244	Miura_2006
YLR413W	chrXII	951107	951156	50	Miura_2006
YLR414C	chrXII	954145	954266	122	Nagalakshmi_2008
YLR417W	chrXII	954909	955010	102	Xu_2009
YLR420W	chrXII	963681	963785	105	Yassour_2009
YLR421C	chrXII	965561	965609	49	Nagalakshmi_2008
YLR426W	chrXII	987044	987062	19	Yassour_2009
YLR427W	chrXII	988335	988428	94	Nagalakshmi_2008
YLR432W	chrXII	1002416	1002557	142	Zhang_2005
YLR435W	chrXII	1006306	1006378	73	Xu_2009
YLR437C	chrXII	1012024	1012097	74	Miura_2006
YLR438C-A	chrXII	1014179	1014272	94	Miura_2006
YLR438W	chrXII	1012457	1012501	45	Xu_2009
YLR439W	chrXII	1014442	1014491	50	Miura_2006
YLR441C	chrXII	1018909	1018952	44	Xu_2009
YLR447C	chrXII	1027894	1027964	71	Nagalakshmi_2008
YLR448W	chrXII	1028788	1028854	67	Miura_2006
YLR449W	chrXII	1030806	1030834	29	Nagalakshmi_2008
YLR450W	chrXII	1032470	1032627	158	Miura_2006
YLR459W	chrXII	1057307	1057334	28	Xu_2009
YML001W	chrXIII	267082	267174	93	Miura_2006
YML004C	chrXIII	262686	262712	27	Xu_2009
YML007W	chrXIII	253661	253848	188	Xu_2009
YML008C	chrXIII	252991	253079	89	Xu_2009
YML011C	chrXIII	247429	247464	36	Xu_2009
YML012W	chrXIII	246035	246116	82	Miura_2006
YML014W	chrXIII	243193	243225	33	Zhang_2005
YML018C	chrXIII	235953	236103	151	Xu_2009
YML019W	chrXIII	233420	233457	38	Miura_2006
YML021C	chrXIII	230814	230830	17	Xu_2009
YML022W	chrXIII	228875	228937	63	Zhang_2005
YML024W	chrXIII	225848	225889	42	Miura_2006
YML025C	chrXIII	225366	225417	52	Yassour_2009
YML026C	chrXIII	223829	223909	81	Miura_2006
YML028W	chrXIII	220059	220138	80	Miura_2006
YML030W	chrXIII	216386	216435	50	Zhang_2005
YML031W	chrXIII	214148	214189	42	Xu_2009
YML032C	chrXIII	213931	213982	52	Xu_2009
YML034W	chrXIII	209452	209525	74	Nagalakshmi_2008
YML036W	chrXIII	205608	205642	35	Xu_2009
YML038C	chrXIII	204104	204244	141	Xu_2009
YML041C	chrXIII	195756	195800	45	Nagalakshmi_2008
YML043C	chrXIII	191768	191948	181	Xu_2009
YML046W	chrXIII	181387	181474	88	Yassour_2009
YML048W	chrXIII	178382	178426	45	Miura_2006
YML051W	chrXIII	171509	171594	86	Miura_2006
YML052W	chrXIII	170367	170402	36	Miura_2006
YML053C	chrXIII	169755	169822	68	Miura_2006
YML055W	chrXIII	164749	164790	42	Xu_2009
YML056C	chrXIII	164177	164230	54	Nagalakshmi_2008
YML057W	chrXIII	160093	160180	88	Miura_2006
YML058W	chrXIII	159320	159383	64	Miura_2006
YML058W-A	chrXIII	158712	158760	49	Miura_2006
YML060W	chrXIII	151813	151871	59	Xu_2009
YML062C	chrXIII	148684	148715	32	Xu_2009
YML063W	chrXIII	146416	146482	67	Yassour_2009
YML064C	chrXIII	145877	145972	96	Nagalakshmi_2008
YML065W	chrXIII	142106	142210	105	Xu_2009
YML068W	chrXIII	137438	137550	113	Yassour_2009
YML069W	chrXIII	135438	135500	63	Nagalakshmi_2008
YML070W	chrXIII	133416	133475	60	Miura_2006
YML071C	chrXIII	131573	131699	127	Nagalakshmi_2008
YML072C	chrXIII	129368	129550	183	Xu_2009
YML073C	chrXIII	124173	124224	52	Miura_2006
YML074C	chrXIII	121325	121368	44	Xu_2009
YML075C	chrXIII	118899	118976	78	Xu_2009
YML078W	chrXIII	110978	111002	25	Zhang_2005
YML079W	chrXIII	110239	110247	9	Miura_2006
YML080W	chrXIII	108683	108806	124	Nagalakshmi_2008
YML081C-A	chrXIII	104163	104242	80	Miura_2006
YML082W	chrXIII	101808	101862	55	Xu_2009
YML085C	chrXIII	99401	99451	51	Nagalakshmi_2008
YML086C	chrXIII	97372	97527	156	Xu_2009
YML087C	chrXIII	95370	95390	21	Xu_2009
YML092C	chrXIII	86740	86778	39	Xu_2009
YML094W	chrXIII	82249	82275	27	Miura_2006
YML096W	chrXIII	79903	79909	7	Nagalakshmi_2008
YML097C	chrXIII	79691	79739	49	Yassour_2009
YML098W	chrXIII	77210	77267	58	Nagalakshmi_2008
YML100W	chrXIII	70602	70624	23	Yassour_2009
YML101C	chrXIII	70089	70139	51	Nagalakshmi_2008
YML102W	chrXIII	68266	68294	29	Xu_2009
YML104C	chrXIII	62323	62358	36	Nagalakshmi_2008
YML105C	chrXIII	58688	58732	45	Nagalakshmi_2008
YML106W	chrXIII	56463	56773	311	Zhang_2005
YML108W	chrXIII	54729	54793	65	Nagalakshmi_2008
YML110C	chrXIII	50955	51004	50	Xu_2009
YML112W	chrXIII	45042	45063	22	Nagalakshmi_2008
YML113W	chrXIII	44008	44045	38	Xu_2009
YML114C	chrXIII	43576	43585	10	Yassour_2009
YML115C	chrXIII	41795	41854	60	Xu_2009
YML119W	chrXIII	30551	30611	61	Miura_2006
YML120C	chrXIII	29808	29906	99	Xu_2009
YML121W	chrXIII	26796	26930	135	Nagalakshmi_2008
YML123C	chrXIII	25801	25854	54	Nagalakshmi_2008
YML124C	chrXIII	23684	23710	27	Nagalakshmi_2008
YML125C	chrXIII	21700	21736	37	Xu_2009
YML128C	chrXIII	16677	16788	112	Xu_2009
YML129C	chrXIII	14754	14781	28	Miura_2006
YML130C	chrXIII	13175	13266	92	Nagalakshmi_2008
YML131W	chrXIII	10154	10198	45	Xu_2009
YMR002W	chrXIII	272101	272193	93	Miura_2006
YMR003W	chrXIII	273087	273118	32	Xu_2009
YMR005W	chrXIII	275967	276045	79	Xu_2009
YMR006C	chrXIII	279682	279739	58	Nagalakshmi_2008
YMR009W	chrXIII	284036	284102	67	Nagalakshmi_2008
YMR010W	chrXIII	284873	285100	228	Miura_2006
YMR011W	chrXIII	288042	288079	38	Miura_2006
YMR012W	chrXIII	291007	291134	128	Miura_2006
YMR014W	chrXIII	298832	298868	37	Xu_2009
YMR015C	chrXIII	302486	302539	54	Nagalakshmi_2008
YMR020W	chrXIII	315348	315377	30	Xu_2009
YMR022W	chrXIII	318652	318680	29	Miura_2006
YMR026C	chrXIII	325436	325557	122	Xu_2009
YMR027W	chrXIII	325791	325877	87	Yassour_2009
YMR028W	chrXIII	327463	327482	20	Miura_2006
YMR029C	chrXIII	330232	330276	45	Xu_2009
YMR033W	chrXIII	337746	337788	43	Zhang_2005
YMR035W	chrXIII	341122	341142	21	Nagalakshmi_2008
YMR038C	chrXIII	348261	348290	30	Xu_2009
YMR039C	chrXIII	349523	349622	100	Nagalakshmi_2008
YMR040W	chrXIII	350225	350381	157	Zhang_2005
YMR043W	chrXIII	353566	353871	306	Zhang_2005
YMR044W	chrXIII	355330	355384	55	Nagalakshmi_2008
YMR047C	chrXIII	366706	366780	75	Nagalakshmi_2008
YMR048W	chrXIII	366957	366981	25	Miura_2006
YMR049C	chrXIII	370518	370561	44	Xu_2009
YMR052W	chrXIII	379567	379586	20	Zhang_2005
YMR055C	chrXIII	387022	387065	44	Yassour_2009
YMR058W	chrXIII	388768	388822	55	Miura_2006
YMR059W	chrXIII	390863	391099	237	Miura_2006
YMR060C	chrXIII	392516	392541	26	Xu_2009
YMR061W	chrXIII	392740	392755	16	Xu_2009
YMR062C	chrXIII	396380	396468	89	Miura_2006
YMR071C	chrXIII	411266	411353	88	Miura_2006
YMR072W	chrXIII	411527	411569	43	Miura_2006
YMR074C	chrXIII	413474	413492	19	Miura_2006
YMR077C	chrXIII	422150	422194	45	Nagalakshmi_2008
YMR078C	chrXIII	424729	424747	19	Xu_2009
